"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","accuracy","f1","model_type","symbol","threshold","horizon"
"2025-11-10 18:24:47","1.7s","936a2a773a1b40109b92eaa3f59e8d6e","BTCUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5204130643611912","0.6677757444684744","XGBoost_OPT","BTCUSDT","0.02","60"
"2025-11-10 18:24:41","6.6s","5074745e9ef042ac8117d9efbf0a3e1e","BTCUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5485110470701249","0.6789617486338798","RandomForest_OPT","BTCUSDT","0.02","60"
"2025-11-10 18:24:40","1.2s","90c973a530b94ddc8f1daf38a05ce73c","BTCUSDT_LightGBM_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5468299711815562","0.6703930131004366","LightGBM","BTCUSDT","0.02","60"
"2025-11-10 18:24:38","1.3s","38bd57a1b4f24b918fde97f002f8a020","BTCUSDT_XGBoost_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5513928914505284","0.6727400140154169","XGBoost","BTCUSDT","0.02","60"
"2025-11-10 18:24:35","2.9s","2abef317e0f24b39801cede36bbba46b","BTCUSDT_RandomForest_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5595581171950048","0.6797066014669927","RandomForest","BTCUSDT","0.02","60"
"2025-11-10 18:24:34","1.0s","026e93f205aa4fa69324525f18761298","BTCUSDT_LogisticRegression_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.49615754082612873","0.6620489690721649","LogisticRegression","BTCUSDT","0.02","60"
"2025-11-10 18:13:03","11.5min","da17f21e5d244b29bab75da305e4f303","ETHUSDT_LightGBM_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5768355739400207","0.638004246284501","LightGBM_OPT","ETHUSDT","0.02","60"
"2025-11-10 18:13:01","1.8s","e3b52c43d7854d03b7235912a2756482","ETHUSDT_XGBoost_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5710444674250259","0.6202856096667887","XGBoost_OPT","ETHUSDT","0.02","60"
"2025-11-10 18:12:53","7.5s","03e5d0c3ed584c5dabaeb8c61de738a8","ETHUSDT_RandomForest_OPT","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5708376421923474","0.6291331546023236","RandomForest_OPT","ETHUSDT","0.02","60"
"2025-11-10 18:12:52","1.2s","b2a77c6bbf05461a9f484216334818e0","ETHUSDT_LightGBM_BASE","LOCAL","pipeline_ML_WF.py","username","FINISHED","0.5638055842812824","0.6150757437488593","LightGBM","ETHUSDT","0.02","60"
